"filename", "language", "Markdown", "JSON", "JavaScript JSX", "Ignore", "JavaScript", "MS SQL", "TypeScript", "JSON with Comments", "TypeScript JSX", "YAML", "CSS", "XML", "HTML", "comment", "blank", "total"
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/api.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2035, 0, 0, 0, 0, 0, 0, 194, 236, 2465
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/apiRouter.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 24, 65, 377
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/authUtils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 5, 16, 108
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/cartApi.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 48, 83, 565
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/deliveryApi.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 1701, 0, 0, 0, 0, 0, 0, 132, 255, 2088
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/profileUtils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 4, 15, 111
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/pwa.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 5, 17, 153
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/supabase.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 5, 16
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/lib/utils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"/home/winter/Desktop/UnKnownWorld/Adminnn/Tryodo-Website/src/pages/About.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 227, 0, 0, 0, 0, 7, 22, 256
